"","Rank","Name","Growth_Rate","Revenue","Industry","Employees","City","State","state","city","lon","lat"
"4615",4615,"Amnet Technology Solutions",0.47,4600000,"IT Services",17,"Stamford","CT","CT","Stamford",-73.5387341,41.0534302
"4616",4616,"Dawson Logistics",0.47,2.2e+07,"Logistics & Transportation",122,"Glen Carbon","IL","IL","Glen Carbon",-89.983158,38.7483814
"4617",4617,"Aqua-Chem",0.47,64900000,"Manufacturing",192,"Knoxville","TN","TN","Knoxville",-83.9207392,35.9606384
"4618",4618,"One Source Talent",0.47,9e+06,"Advertising & Marketing",120,"Troy","MI","MI","Troy",-83.1497751,42.6064095
"4619",4619,"Hannon Armstrong Sustainable Infrastructure Capital",0.47,17300000,"Financial Services",20,"Annapolis","MD","MD","Annapolis",-76.4921829,38.9784453
"4620",4620,"Transformation Systems",0.47,6300000,"Government Services",26,"Arlington","VA","VA","Arlington",-77.0909809,38.8816208
"4621",4621,"Ball Office Products",0.47,7e+06,"Retail",23,"Richmond","VA","VA","Richmond",-77.4360481,37.5407246
"4622",4622,"Fusion Systems",0.47,8e+06,"Manufacturing",49,"BURR RIDGE","IL","IL","BURR RIDGE",-87.9183919,41.7489203
"4623",4623,"DirectFX Solutions",0.47,3100000,"Advertising & Marketing",18,"Memphis","TN","TN","Memphis",-90.0489801,35.1495343
"4624",4624,"Accent Wire",0.47,120700000,"Environmental Services",118,"Tomball","TX","TX","Tomball",-95.6160549,30.0971621
"4625",4625,"Point Recognition",0.47,4400000,"Business Products & Services",8,"Brunswick","OH","OH","Brunswick",-95.087839,39.109609
"4626",4626,"Resource One",0.47,2400000,"IT Services",20,"Hillsboro","OR","OR","Hillsboro",-122.9392109,45.514913
"4627",4627,"Sikich LLP",0.47,76400000,"Business Products & Services",453,"Naperville","IL","IL","Naperville",-88.1535352,41.7508391
"4628",4628,"Ready Wireless",0.47,25200000,"Telecommunications",60,"Hiawatha","IA","IA","Hiawatha",-95.5358156,39.8525033
"4629",4629,"Prime Therapeutics",0.47,2e+09,"Health",2549,"Eagan","MN","MN","Eagan",-93.1668858,44.8041322
"4630",4630,"PMMC",0.47,9e+06,"Health",65,"Charlotte","NC","NC","Charlotte",-80.8431267,35.2270869
"4631",4631,"Dynamic Language",0.47,9200000,"Business Products & Services",48,"Seattle","WA","WA","Seattle",-122.3320708,47.6062095
"4632",4632,"Transfinder",0.47,7800000,"Software",63,"Schenectady","NY","NY","Schenectady",-73.9395687,42.8142432
"4633",4633,"JBM",0.47,46500000,"Government Services",221,"Alexandria","VA","VA","Alexandria",-77.0469214,38.8048355
"4634",4634,"BIAS",0.46,37600000,"IT Services",75,"Atlanta","GA","GA","Atlanta",-84.3879824,33.7489954
"4635",4635,"American Family Care",0.46,6.3e+07,"Health",879,"Hoover","AL","AL","Hoover",-94.2207344,36.3606376
"4636",4636,"Benefit Management",0.46,9300000,"Insurance",94,"Great Bend","KS","KS","Great Bend",-98.7648073,38.3644567
"4637",4637,"SofterWare",0.46,28700000,"Software",160,"Horsham","PA","PA","Horsham",-75.1285061,40.1784422
"4638",4638,"VLC Distribution",0.46,31200000,"Consumer Products & Services",24,"Houston","TX","TX","Houston",-95.3698028,29.7604267
"4639",4639,"American Petroleum Equipment & Construction",0.46,10400000,"Construction",68,"Walden","NY","NY","Walden",-93.2656945,44.9812864
"4640",4640,"Boston Interactive",0.46,6700000,"Advertising & Marketing",35,"Charlestown","MA","MA","Charlestown",-71.0602131,42.3782065
"4641",4641,"El Clasificado",0.46,20300000,"Media",167,"Norwalk","CA","CA","Norwalk",-73.4081575,41.117744
"4642",4642,"ESP/SurgeX",0.46,33200000,"Manufacturing",125,"Knightdale","NC","NC","Knightdale",-78.4805563,35.7876515
"4643",4643,"Keller Williams Realty",0.46,1.58e+08,"Real Estate",200,"Austin","TX","TX","Austin",-97.7430608,30.267153
"4644",4644,"Skoda Minotti",0.46,27900000,"Financial Services",164,"Highland Heights","OH","OH","Highland Heights",-81.4784522,41.5519954
"4645",4645,"DatapointLabs",0.46,2500000,"Engineering",11,"Ithaca","NY","NY","Ithaca",-76.5018807,42.4439614
"4646",4646,"Mimeo.com",0.46,87700000,"Business Products & Services",632,"New York","NY","NY","New York",-74.0059728,40.7127753
"4647",4647,"National Trade Supply",0.46,32400000,"Consumer Products & Services",29,"Greenwood","IN","IN","Greenwood",-95.9872763,36.1618563
"4648",4648,"RPI",0.46,45500000,"Manufacturing",190,"Seattle","WA","WA","Seattle",-122.3320708,47.6062095
"4649",4649,"America First Legal Services",0.46,4300000,"Business Products & Services",19,"Dallas","TX","TX","Dallas",-96.7969879,32.7766642
"4650",4650,"FranNet",0.46,14100000,"Consumer Products & Services",8,"Louisville","KY","KY","Louisville",-85.7584557,38.2526647
"4651",4651,"The MSR Group",0.46,7500000,"Business Products & Services",245,"Omaha","NE","NE","Omaha",-95.9345034,41.2565369
"4652",4652,"SaveAround",0.46,6900000,"Advertising & Marketing",64,"Binghamton","NY","NY","Binghamton",-75.9179738,42.0986867
"4653",4653,"BetterWorld Telecom",0.46,2700000,"Telecommunications",8,"San Francisco","CA","CA","San Francisco",-122.4194155,37.7749295
"4654",4654,"LAC Group",0.46,23400000,"Business Products & Services",254,"Los Angeles","CA","CA","Los Angeles",-118.2436849,34.0522342
"4655",4655,"CareersUSA",0.46,31300000,"Human Resources",14451,"Boca Raton","FL","FL","Boca Raton",-80.1289321,26.3683064
"4656",4656,"PSC Group",0.46,16700000,"IT Services",103,"Shaumburg","IL","IL","Shaumburg",-88.0834059,42.0333607
"4657",4657,"Servi-Tek",0.46,8200000,"Business Products & Services",315,"San Diego","CA","CA","San Diego",-117.1610838,32.715738
"4658",4658,"The Macaluso Group",0.46,6e+06,"Health",28,"Fairfield","NJ","NJ","Fairfield",-73.2612615,41.1408363
"4659",4659,"Next Generation Wireless",0.46,22300000,"Telecommunications",84,"Cedar Falls","IA","IA","Cedar Falls",-92.4453161,42.5348993
"4660",4660,"ETTER Engineering",0.46,5100000,"Manufacturing",24,"Bristol","CT","CT","Bristol",-82.1887444,36.5951059
"4661",4661,"Dental Health Management Solutions",0.46,1.2e+07,"Health",41,"cedar park","TX","TX","cedar park",-97.8202888,30.505198
"4662",4662,"Mountainside Fitness",0.46,31400000,"Retail",639,"Tempe","AZ","AZ","Tempe",-111.9400054,33.4255104
"4663",4663,"National Electronic Attachment",0.46,9600000,"Health",52,"Norcross","GA","GA","Norcross",-84.2135309,33.9412127
"4664",4664,"PixelMEDIA",0.46,9900000,"Software",65,"Portsmouth","NH","NH","Portsmouth",-70.7625532,43.0717552
"4665",4665,"Power Home Technologies",0.46,19100000,"Security",350,"Raleigh","NC","NC","Raleigh",-78.6381787,35.7795897
"4666",4666,"Fesnak & Associates",0.46,9e+06,"Financial Services",67,"Blue Bell","PA","PA","Blue Bell",-94.2263842,35.5045583
"4667",4667,"Memeo",0.46,8e+06,"Software",28,"Santa Clara","CA","CA","Santa Clara",-121.9552356,37.3541079
"4668",4668,"Laser Spine Institute",0.46,150900000,"Health",605,"Tampa","FL","FL","Tampa",-82.4571776,27.950575
"4669",4669,"Statewide Disaster Restoration",0.45,31400000,"Construction",68,"Southfield","MI","MI","Southfield",-83.2218731,42.4733688
"4670",4670,"VarData",0.45,14800000,"Telecommunications",18,"Rochester","NY","NY","Rochester",-77.6088465,43.1565779
"4671",4671,"Webucator",0.45,4600000,"Education",24,"Jamesville","NY","NY","Jamesville",-76.0717698,42.9914763
"4672",4672,"CWS Corporate Leasing",0.45,21300000,"Real Estate",73,"Austin","TX","TX","Austin",-97.7430608,30.267153
"4673",4673,"Resource Management",0.45,408300000,"Human Resources",65,"Salt Lake City","UT","UT","Salt Lake City",-111.8910474,40.7607793
"4674",4674,"5AM Solutions",0.45,10800000,"Software",48,"Reston","VA","VA","Reston",-77.3570028,38.9586307
"4675",4675,"Heme Management",0.45,3800000,"Health",19,"Lincoln","NE","NE","Lincoln",-95.932911,37.0149484
"4676",4676,"Archer/Malmo",0.45,13700000,"Advertising & Marketing",130,"Memphis","TN","TN","Memphis",-90.0489801,35.1495343
"4677",4677,"Compass Healthcare Marketers",0.45,7300000,"Advertising & Marketing",35,"Ewing","NJ","NJ","Ewing",-95.8572025,36.0764431
"4678",4678,"Low Voltage Contractors",0.45,1.7e+07,"Construction",71,"Minneapolis","MN","MN","Minneapolis",-93.2650108,44.977753
"4679",4679,"Camp Bow Wow",0.45,6200000,"Consumer Products & Services",30,"Broomfield","CO","CO","Broomfield",-105.0866504,39.9205411
"4680",4680,"Moore Communications Group",0.45,4800000,"Advertising & Marketing",27,"Tallahassee","FL","FL","Tallahassee",-84.2807329,30.4382559
"4681",4681,"H&H Shooting Sports Complex",0.45,22200000,"Retail",117,"Oklahoma City","OK","OK","Oklahoma City",-97.5164276,35.4675602
"4682",4682,"Wave Form Systems",0.45,11300000,"Health",52,"Tualatin","OR","OR","Tualatin",-122.7821817,45.3779988
"4683",4683,"ProLink Solutions",0.45,5e+06,"Software",36,"Englewood","CO","CO","Englewood",-104.9877597,39.6477653
"4684",4684,"Dyventive",0.45,8800000,"Business Products & Services",58,"Langhorne","PA","PA","Langhorne",-74.9226665,40.1745538
"4685",4685,"AgileAssets",0.45,1.3e+07,"Government Services",72,"Austin","TX","TX","Austin",-97.7430608,30.267153
"4686",4686,"WingSwept",0.45,2600000,"IT Services",27,"Garner","NC","NC","Garner",-78.6141709,35.7112642
"4687",4687,"Versacom",0.45,5800000,"Telecommunications",108,"Dallas","TX","TX","Dallas",-96.7969879,32.7766642
"4688",4688,"SAFEbuilt",0.45,11200000,"Government Services",98,"Loveland","CO","CO","Loveland",-105.0749801,40.3977612
"4689",4689,"Global Brass and Copper Holdings",0.45,1.7e+09,"Manufacturing",1986,"Schaumburg","IL","IL","Schaumburg",-88.0834059,42.0333607
"4690",4690,"Securities Service Network",0.45,98900000,"Financial Services",56,"Knoxville","TN","TN","Knoxville",-83.9207392,35.9606384
"4691",4691,"CyberTex Institute of Technology",0.45,2300000,"Education",29,"Austin","TX","TX","Austin",-97.7430608,30.267153
"4692",4692,"Corporate Optics",0.45,3400000,"Business Products & Services",42,"Waterford","MI","MI","Waterford",-7.1100702,52.2593197
"4693",4693,"Discount Electronics",0.45,17900000,"Retail",107,"Austin","TX","TX","Austin",-97.7430608,30.267153
"4694",4694,"Tradex International",0.45,117300000,"Manufacturing",55,"Cleveland","OH","OH","Cleveland",-81.6943605,41.49932
"4695",4695,"IconSoft",0.45,16500000,"IT Services",130,"BURLINGTON","MA","MA","BURLINGTON",-95.9199116,36.135688
"4696",4696,"Graphics Systems",0.45,12700000,"Business Products & Services",37,"Menomonee Falls","WI","WI","Menomonee Falls",-88.1173132,43.1788967
"4697",4697,"ORI",0.45,5400000,"Business Products & Services",110,"Herndon","VA","VA","Herndon",-77.3860976,38.9695545
"4698",4698,"Jelec USA",0.45,34700000,"Energy",50,"Houston","TX","TX","Houston",-95.3698028,29.7604267
"4699",4699,"Logic Supply",0.45,13500000,"Computer Hardware",50,"South Burlington","VT","VT","South Burlington",-73.1709604,44.4669941
"4700",4700,"Jo-Kell",0.44,42800000,"Engineering",59,"Chesapeake","VA","VA","Chesapeake",-76.2874927,36.7682088
"4701",4701,"Blair Companies",0.44,69100000,"Manufacturing",400,"Altoona","PA","PA","Altoona",-78.3947359,40.5186809
"4702",4702,"Copier Fax Business Technologies",0.44,5300000,"Business Products & Services",27,"Buffalo","NY","NY","Buffalo",-78.8783689,42.8864468
"4703",4703,"Gecko Hospitality",0.44,5200000,"Human Resources",4,"Oak Brook","IL","IL","Oak Brook",-87.9535534,41.8397865
"4704",4704,"Eldon C Stutsman",0.44,164200000,"Business Products & Services",212,"HIlls","IA","IA","HIlls",-96.0275392,37.2128746
"4705",4705,"Associated",0.44,150600000,"Business Products & Services",364,"Addison","IL","IL","Addison",-96.8291685,32.96179
"4706",4706,"Capps Manufacturing",0.44,26500000,"Manufacturing",170,"Wichita","KS","KS","Wichita",-97.330053,37.6871761
"4707",4707,"ACAI Associates",0.44,6900000,"Engineering",38,"Fort Lauderdale","FL","FL","Fort Lauderdale",-80.1373174,26.1224386
"4708",4708,"Bulbs.com",0.44,1.6e+07,"Retail",50,"Worcester","MA","MA","Worcester",-71.8022934,42.2625932
"4709",4709,"The TharpeRobbins Company",0.44,121900000,"Business Products & Services",335,"Statesville","NC","NC","Statesville",-80.8872959,35.7826363
"4710",4710,"ETM Manufacturing",0.44,2100000,"Manufacturing",18,"Littleton","MA","MA","Littleton",-105.0166498,39.613321
"4711",4711,"Jones Industrial Holdings",0.44,124400000,"Energy",545,"Deer Park","TX","TX","Deer Park",-95.1238204,29.7052284
"4712",4712,"Connelly Partners",0.44,8700000,"Advertising & Marketing",60,"Boston","MA","MA","Boston",-71.0588801,42.3600825
"4713",4713,"Associated Packaging",0.44,127100000,"Business Products & Services",140,"Gallatin","TN","TN","Gallatin",-86.4466599,36.3883809
"4714",4714,"Living Direct",0.44,54700000,"Retail",65,"Austin","TX","TX","Austin",-97.7430608,30.267153
"4715",4715,"Service Express",0.44,39900000,"Computer Hardware",211,"Grand Rapids","MI","MI","Grand Rapids",-85.6680863,42.9633599
"4716",4716,"Westcon Group",0.44,3.8e+09,"IT Services",3000,"Tarrytown","NY","NY","Tarrytown",-73.8587461,41.0762077
"4717",4717,"Q-See",0.44,54300000,"Consumer Products & Services",85,"Anaheim","CA","CA","Anaheim",-117.9143012,33.8365932
"4718",4718,"E&E Exhibit Solutions",0.44,4600000,"Advertising & Marketing",19,"Tempe","AZ","AZ","Tempe",-111.9400054,33.4255104
"4719",4719,"Mansfield Sales Partners",0.44,2400000,"Business Products & Services",33,"Woburn","MA","MA","Woburn",-71.1522765,42.4792618
"4720",4720,"Shark Industries",0.44,6200000,"Manufacturing",29,"Rockford","MN","MN","Rockford",-89.0939952,42.2711311
"4721",4721,"CAMS Bluewire Technology",0.44,2500000,"IT Services",10,"Houston","TX","TX","Houston",-95.3698028,29.7604267
"4722",4722,"Tint World",0.44,5200000,"Retail",71,"Weston","FL","FL","Weston",-80.3997748,26.1003654
"4723",4723,"AutohausAZ.com",0.44,15600000,"Retail",30,"Tempe","AZ","AZ","Tempe",-111.9400054,33.4255104
"4724",4724,"Safe Bridge Solutions",0.44,9600000,"IT Services",77,"Madison","WI","WI","Madison",-89.4012302,43.0730517
"4725",4725,"TriCore",0.44,3900000,"Human Resources",28,"Robbinsville","NJ","NJ","Robbinsville",-74.6195327,40.2162036
"4726",4726,"CTS",0.44,2.7e+07,"IT Services",200,"Birmingham","AL","AL","Birmingham",-86.8103567,33.5185892
"4727",4727,"Arrow Security",0.44,1.4e+07,"Security",450,"New York","NY","NY","New York",-74.0059728,40.7127753
"4728",4728,"DurAmerica Brokerage",0.43,2700000,"Insurance",15,"Long Island City","NY","NY","Long Island City",-73.9485424,40.744679
"4729",4729,"Green Lawn Fertilizing",0.43,6700000,"Consumer Products & Services",60,"West Chester","PA","PA","West Chester",-75.6054882,39.9606643
"4730",4730,"ProTransport-1",0.43,36600000,"Health",746,"Cotati","CA","CA","Cotati",-122.7096666,38.3293416
"4731",4731,"PlayScripts",0.43,2600000,"Retail",10,"New York","NY","NY","New York",-74.0059728,40.7127753
"4732",4732,"Mycroft",0.43,26400000,"IT Services",275,"New York","NY","NY","New York",-74.0059728,40.7127753
"4733",4733,"Vantage Hospitality Group",0.43,24200000,"Travel & Hospitality",97,"Coral Springs","FL","FL","Coral Springs",-80.2706044,26.271192
"4734",4734,"Elevation Sports",0.43,2e+06,"Retail",6,"Granger","IN","IN","Granger",-95.8579667,36.1777477
"4735",4735,"AskReply",0.43,2300000,"Government Services",15,"Phoenix","AZ","AZ","Phoenix",-112.0740373,33.4483771
"4736",4736,"Quango",0.43,2500000,"Advertising & Marketing",15,"Portland","OR","OR","Portland",-122.6750261,45.5051064
"4737",4737,"The Brookeside Group",0.43,6100000,"Business Products & Services",17,"Acton","MA","MA","Acton",-71.43284,42.4850931
"4738",4738,"McMurry/TMG",0.43,91400000,"Advertising & Marketing",269,"New York City","NY","NY","New York City",-74.0059728,40.7127753
"4739",4739,"G&A Partners",0.43,537700000,"Human Resources",120,"Houston","TX","TX","Houston",-95.3698028,29.7604267
"4740",4740,"Baldwin Krystyn Sherman Partners",0.43,8700000,"Insurance",107,"Tampa","FL","FL","Tampa",-82.4571776,27.950575
"4741",4741,"Crown Partners",0.43,21900000,"Business Products & Services",150,"Dayton","OH","OH","Dayton",-84.1916069,39.7589478
"4742",4742,"US Markerboard",0.43,9500000,"Retail",19,"Holbrook","MA","MA","Holbrook",-110.1581768,34.9022482
"4743",4743,"General Informatics",0.43,5100000,"IT Services",27,"Baton Rouge","LA","LA","Baton Rouge",-91.1871466,30.4514677
"4744",4744,"Northwire - NWI Lab360",0.43,38600000,"Manufacturing",155,"Osceola","WI","WI","Osceola",-81.0754657,28.1019838
"4745",4745,"The Wellspring Group",0.43,8500000,"IT Services",85,"Shelton","CT","CT","Shelton",-123.1007066,47.2150945
"4746",4746,"Sightlines",0.43,8400000,"Business Products & Services",15,"Guilford","CT","CT","Guilford",-72.674364,41.288906
"4747",4747,"TravelClick",0.43,257100000,"Travel & Hospitality",906,"New York","NY","NY","New York",-74.0059728,40.7127753
"4748",4748,"Net Optics",0.43,49800000,"IT Services",152,"Santa Clara","CA","CA","Santa Clara",-121.9552356,37.3541079
"4749",4749,"Tailored Label Products",0.43,15700000,"Manufacturing",85,"Menomonee Falls","WI","WI","Menomonee Falls",-88.1173132,43.1788967
"4750",4750,"Sain Engineering Associates",0.43,13900000,"Energy",55,"Birmingham","AL","AL","Birmingham",-86.8103567,33.5185892
"4751",4751,"Edible Arrangements International",0.43,466100000,"Food & Beverage",89,"Wallingford","CT","CT","Wallingford",-72.8230736,41.4570108
"4752",4752,"Atlantic Duct Cleaning",0.42,2200000,"Environmental Services",26,"Sterling","VA","VA","Sterling",-71.7606293,42.4374156
"4753",4753,"Epic Systems",0.42,1.5e+07,"Engineering",49,"Saint Louis","MO","MO","Saint Louis",-90.1994042,38.6270025
"4754",4754,"Classified Ventures",0.42,441500000,"Media",1410,"Chicago","IL","IL","Chicago",-87.6297982,41.8781136
"4755",4755,"Greyston Bakery",0.42,10100000,"Food & Beverage",84,"Yonkers","NY","NY","Yonkers",-73.8987469,40.9312099
"4756",4756,"P3I",0.42,37400000,"Government Services",312,"Hopkinton","MA","MA","Hopkinton",-71.5225646,42.2286954
"4757",4757,"ZweigWhite",0.42,4400000,"Business Products & Services",20,"Fayetteville","AR","AR","Fayetteville",-78.8783585,35.0526641
"4758",4758,"Valador",0.42,18400000,"Government Services",65,"Herndon","VA","VA","Herndon",-77.3860976,38.9695545
"4759",4759,"Aavalar Consulting",0.42,4600000,"IT Services",35,"Malvern","PA","PA","Malvern",-75.5138118,40.0362184
"4760",4760,"Incorporating Services",0.42,4e+06,"Business Products & Services",33,"Dover","DE","DE","Dover",-75.5243682,39.158168
"4761",4761,"Star Media Network",0.42,2500000,"Advertising & Marketing",10,"Santa Barbara","CA","CA","Santa Barbara",-119.6981901,34.4208305
"4762",4762,"WhatSheBuys.com",0.42,6900000,"Retail",30,"San Gabriel","CA","CA","San Gabriel",-118.1058333,34.0961111
"4763",4763,"Chiro One Wellness Centers",0.42,55200000,"Health",500,"Oak Brook","IL","IL","Oak Brook",-87.9535534,41.8397865
"4764",4764,"Enterprise Integration",0.42,21800000,"IT Services",202,"Jacksonville","FL","FL","Jacksonville",-81.655651,30.3321838
"4765",4765,"Squire Sanders",0.42,774500000,"Business Products & Services",1257,"Cleveland","OH","OH","Cleveland",-81.6943605,41.49932
"4766",4766,"Test Masters",0.42,9800000,"Education",91,"Sugar Land","TX","TX","Sugar Land",-95.6225521,29.5984434
"4767",4767,"Occidental Management",0.42,6500000,"Real Estate",12,"Wichita","KS","KS","Wichita",-97.330053,37.6871761
"4768",4768,"Loffler Companies",0.42,60300000,"Business Products & Services",319,"Bloomington","MN","MN","Bloomington",-86.5263857,39.165325
"4769",4769,"MPay",0.42,12600000,"Human Resources",68,"Huntersville","NC","NC","Huntersville",-80.8428504,35.410694
"4770",4770,"Morris Hardwick Schneider/Landcastle Title",0.42,64800000,"Real Estate",709,"ATLANTA","GA","GA","ATLANTA",-84.3879824,33.7489954
"4771",4771,"Doyon",0.42,338300000,"Energy",2501,"Fairbanks","AK","AK","Fairbanks",-147.7163888,64.8377778
"4772",4772,"Nova-Tech International",0.42,2600000,"Business Products & Services",7,"Kingwood","TX","TX","Kingwood",-95.1844774,30.0500255
"4773",4773,"Quantech Services",0.42,8.5e+07,"Government Services",410,"Lexington","MA","MA","Lexington",-84.5037164,38.0405837
"4774",4774,"The Lloyd Group",0.42,9900000,"IT Services",73,"New York","NY","NY","New York",-74.0059728,40.7127753
"4775",4775,"Finfrock",0.42,51500000,"Construction",215,"Apopka","FL","FL","Apopka",-81.5322149,28.6934076
"4776",4776,"Crisp Marketing",0.42,4300000,"Advertising & Marketing",50,"Fort Lauderdale","FL","FL","Fort Lauderdale",-80.1373174,26.1224386
"4777",4777,"GHA Technologies",0.42,86300000,"IT Services",109,"Scottsdale","AZ","AZ","Scottsdale",-111.9260519,33.4941704
"4778",4778,"InfoAxis",0.42,14500000,"IT Services",36,"Mahwah","NJ","NJ","Mahwah",-74.1435843,41.0886216
"4779",4779,"Murray Resources",0.42,4100000,"Human Resources",10,"Houston","TX","TX","Houston",-95.3698028,29.7604267
"4780",4780,"Excalibur Technology",0.42,4700000,"IT Services",33,"Barrington","IL","IL","Barrington",-88.1361888,42.1539141
"4781",4781,"Sahni's Enterprises",0.42,1e+07,"Consumer Products & Services",25,"Norcross","GA","GA","Norcross",-84.2135309,33.9412127
"4782",4782,"Life Safety Engineered Systems",0.42,7100000,"Security",25,"buffalo","NY","NY","buffalo",-78.8783689,42.8864468
"4783",4783,"Akcelerant Software",0.42,14100000,"Financial Services",92,"Malvern","PA","PA","Malvern",-75.5138118,40.0362184
"4784",4784,"CCS Digital",0.42,15200000,"Business Products & Services",98,"Bellevue","WA","WA","Bellevue",-122.2015159,47.6101497
"4785",4785,"Fidelity Technologies",0.42,110700000,"Government Services",653,"Reading","PA","PA","Reading",-0.9781303,51.4542645
"4786",4786,"Nielsen-Kellerman",0.41,13100000,"Consumer Products & Services",92,"Boothwyn","PA","PA","Boothwyn",-75.4415843,39.8301125
"4787",4787,"Dial800",0.41,6e+06,"Advertising & Marketing",23,"Los Angeles","CA","CA","Los Angeles",-118.2436849,34.0522342
"4788",4788,"CDW",0.41,1.01e+10,"Computer Hardware",6800,"Vernon Hills","IL","IL","Vernon Hills",-87.9653565,42.2393323
"4789",4789,"Infinity Network Solutions",0.41,4600000,"IT Services",20,"Macon","GA","GA","Macon",-83.6324022,32.8406946
"4790",4790,"Corporate Results",0.41,6e+06,"Financial Services",40,"Vienna","VA","VA","Vienna",16.3738189,48.2081743
"4791",4791,"Tenax USA",0.41,7300000,"Construction",15,"charlotte","NC","NC","charlotte",-80.8431267,35.2270869
"4792",4792,"Mar-Bal",0.41,56700000,"Manufacturing",485,"Chagrin Falls","OH","OH","Chagrin Falls",-81.3910999,41.4298516
"4793",4793,"LORD Corporation",0.41,861500000,"Manufacturing",2959,"Cary","NC","NC","Cary",-78.7811169,35.79154
"4794",4794,"Cirrus Medical Staffing",0.41,27100000,"Health",325,"Charlotte","NC","NC","Charlotte",-80.8431267,35.2270869
"4795",4795,"MC Sign Company",0.41,48200000,"Manufacturing",150,"Mentor","OH","OH","Mentor",-81.339552,41.6661573
"4796",4796,"Journal Multimedia",0.41,16800000,"Media",123,"Harrisburg","PA","PA","Harrisburg",-76.8867008,40.2731911
"4797",4797,"Fleet Feet",0.41,5900000,"Retail",25,"Carrboro","NC","NC","Carrboro",-79.0752895,35.9101438
"4798",4798,"Capital Title of Texas",0.41,30100000,"Real Estate",201,"Plano","TX","TX","Plano",-96.6988856,33.0198431
"4799",4799,"The Brace Shop",0.41,4600000,"Health",11,"Boca Raton","FL","FL","Boca Raton",-80.1289321,26.3683064
"4800",4800,"Documentation Strategies",0.41,2300000,"IT Services",25,"Rensselaer","NY","NY","Rensselaer",-73.5594128,42.673664
"4801",4801,"One on One Marketing",0.41,31200000,"Education",71,"Lehi","UT","UT","Lehi",-111.8507662,40.3916172
"4802",4802,"Boise Cascade",0.41,2.8e+09,"Construction",4470,"Boise","ID","ID","Boise",-116.2023137,43.6150186
"4803",4803,"Benefit Resource",0.41,13300000,"Business Products & Services",96,"Rochester","NY","NY","Rochester",-77.6088465,43.1565779
"4804",4804,"New Belgium Brewing",0.41,179600000,"Food & Beverage",457,"Fort Collins","CO","CO","Fort Collins",-105.084423,40.5852602
"4805",4805,"J.C. Restoration",0.41,14700000,"Construction",86,"Rolling Meadows","IL","IL","Rolling Meadows",-88.0131275,42.0841936
"4806",4806,"Untracht Early",0.41,17300000,"Financial Services",100,"Florham Park","NJ","NJ","Florham Park",-74.3882072,40.787878
"4807",4807,"PepperDash Technology",0.41,3500000,"Software",28,"Allston","MA","MA","Allston",-71.1337112,42.3539038
"4808",4808,"AAP",0.41,2900000,"Human Resources",27,"Summerville","SC","SC","Summerville",-80.1756481,33.0185039
"4809",4809,"Latitude 36",0.41,24500000,"Human Resources",156,"Franklin","TN","TN","Franklin",-86.8688899,35.9250637
"4810",4810,"e-Verifile.com",0.41,11100000,"Security",50,"Atlanta","GA","GA","Atlanta",-84.3879824,33.7489954
"4811",4811,"Flying Food Group",0.41,409700000,"Food & Beverage",4223,"chicago","IL","IL","chicago",-87.6297982,41.8781136
"4812",4812,"Blackpoint IT Services",0.41,10900000,"IT Services",67,"Seattle","WA","WA","Seattle",-122.3320708,47.6062095
"4813",4813,"Griswold Home Care",0.4,12200000,"Health",55,"Erdenheim","PA","PA","Erdenheim",-75.2156845,40.0909252
"4814",4814,"ClickSafety",0.4,7300000,"Education",36,"Walnut Creek","CA","CA","Walnut Creek",-122.0651819,37.9100783
"4815",4815,"Perkins Coie",0.4,6.08e+08,"Business Products & Services",823,"Seattle","WA","WA","Seattle",-122.3320708,47.6062095
"4816",4816,"Nelson Mullins",0.4,2.71e+08,"Business Products & Services",433,"Columbia","SC","SC","Columbia",-97.6502456,35.4611664
"4817",4817,"R.W. Garcia",0.4,35800000,"Food & Beverage",123,"San Jose","CA","CA","San Jose",-121.8863286,37.3382082
"4818",4818,"Driftwood Hospitality Management",0.4,231400000,"Travel & Hospitality",2500,"North Palm Beach","FL","FL","North Palm Beach",-80.0590804,26.8171165
"4819",4819,"Plastics Design & Mfg.",0.4,7e+06,"Manufacturing",52,"Centennial","CO","CO","Centennial",-95.7918634,36.0876282
"4820",4820,"Aluf Plastics",0.4,102900000,"Manufacturing",307,"Orangeburg","NY","NY","Orangeburg",-80.8556476,33.4918203
"4821",4821,"CompuCycle",0.4,6700000,"Environmental Services",50,"Houston","TX","TX","Houston",-95.3698028,29.7604267
"4822",4822,"Lane PR",0.4,4e+06,"Advertising & Marketing",29,"Portland","OR","OR","Portland",-122.6750261,45.5051064
"4823",4823,"American Reporting",0.4,10400000,"Real Estate",27,"Bothell","WA","WA","Bothell",-122.2054452,47.760111
"4824",4824,"UNSi",0.4,27600000,"Telecommunications",73,"Lemont Furnace","PA","PA","Lemont Furnace",-79.6642441,39.9106962
"4825",4825,"DKW Communications",0.4,28600000,"IT Services",210,"Washington","DC","DC","Washington",-120.7401385,47.7510741
"4826",4826,"TSI Healthcare",0.4,18900000,"Software",77,"Chapel Hill","NC","NC","Chapel Hill",-79.0558445,35.9131996
"4827",4827,"Hal Hays Construction",0.4,63700000,"Construction",127,"Riverside","CA","CA","Riverside",-117.3754942,33.9806005
"4828",4828,"VisaHQ",0.4,4800000,"Travel & Hospitality",17,"Washington","DC","DC","Washington",-120.7401385,47.7510741
